OriginAirportName,DestAirportName,AverageArrivalDelay
Nashville International,Washington Dulles International,5.9
Seattle/Tacoma International,Cleveland-Hopkins International,5.9
Detroit Metro Wayne County,San Antonio International,5.9
John F. Kennedy International,Ronald Reagan Washington National,5.898395721925134
Newark Liberty International,Memphis International,5.895833333333333
Nashville International,Phoenix Sky Harbor International,5.891304347826087
Philadelphia International,San Diego International,5.884615384615385
Charlotte Douglas International,Nashville International,5.845588235294118
Ontario International,Norman Y. Mineta San Jose International,5.836065573770492
Baltimore/Washington International Thurgood Marshall,Denver International,5.814814814814815
George Bush Intercontinental/Houston,Ronald Reagan Washington National,5.8125
George Bush Intercontinental/Houston,Philadelphia International,5.805555555555555
Raleigh-Durham International,Philadelphia International,5.8023255813953485
Nashville International,Louis Armstrong New Orleans International,5.8
McCarran International,Albuquerque International Sunport,5.792792792792793
Metropolitan Oakland International,Ontario International,5.780821917808219
Pittsburgh International,LaGuardia,5.777777777777778
Tampa International,Miami International,5.776
Logan International,Baltimore/Washington International Thurgood Marshall,5.770186335403727
San Francisco International,Will Rogers World,5.764705882352941
Denver International,John Wayne Airport-Orange County,5.764150943396227
Washington Dulles International,Kansas City International,5.7560975609756095
Austin - Bergstrom International,Portland International,5.75
San Antonio International,Washington Dulles International,5.75
Hartsfield-Jackson Atlanta International,Baltimore/Washington International Thurgood Marshall,5.748815165876778
Hartsfield-Jackson Atlanta International,Orlando International,5.73991935483871
McCarran International,John Wayne Airport-Orange County,5.723529411764706
Phoenix Sky Harbor International,Logan International,5.7176470588235295
Portland International,Detroit Metro Wayne County,5.708333333333333
Hartsfield-Jackson Atlanta International,Los Angeles International,5.706896551724138
Orlando International,Chicago Midway International,5.6923076923076925
Washington Dulles International,Dallas/Fort Worth International,5.666666666666667
Seattle/Tacoma International,Kansas City International,5.666666666666667
Richmond International,Washington Dulles International,5.65
Phoenix Sky Harbor International,Bob Hope,5.643776824034335
San Antonio International,Hartsfield-Jackson Atlanta International,5.640350877192983
Los Angeles International,Reno/Tahoe International,5.62
Louisville International-Standiford Field,Phoenix Sky Harbor International,5.619047619047619
Jacksonville International,Norfolk International,5.617647058823529
Luis Munoz Marin International,Palm Beach International,5.6
Hartsfield-Jackson Atlanta International,Eppley Airfield,5.595959595959596
Denver International,Norman Y. Mineta San Jose International,5.5928571428571425
San Francisco International,Portland International,5.574074074074074
Denver International,Charlotte Douglas International,5.566666666666666
San Diego International,John F. Kennedy International,5.5607476635514015
Philadelphia International,Charlotte Douglas International,5.554973821989528
Washington Dulles International,Denver International,5.554973821989528
Philadelphia International,Logan International,5.551801801801802
Kansas City International,George Bush Intercontinental/Houston,5.551724137931035
Phoenix Sky Harbor International,John Wayne Airport-Orange County,5.547528517110266
George Bush Intercontinental/Houston,Indianapolis International,5.546391752577319
Denver International,Fort Lauderdale-Hollywood International,5.545454545454546
Jacksonville International,Hartsfield-Jackson Atlanta International,5.543130990415335
McCarran International,Los Angeles International,5.52865329512894
Hartsfield-Jackson Atlanta International,Miami International,5.523114355231144
Detroit Metro Wayne County,Denver International,5.511450381679389
Austin - Bergstrom International,Chicago O'Hare International,5.506666666666667
Charlotte Douglas International,George Bush Intercontinental/Houston,5.493927125506073
Tucson International,Los Angeles International,5.493827160493828
Ronald Reagan Washington National,Hartsfield-Jackson Atlanta International,5.480549199084668
Tampa International,Lambert-St. Louis International,5.476190476190476
Philadelphia International,Raleigh-Durham International,5.465346534653466
General Mitchell International,Chicago O'Hare International,5.452991452991453
Charlotte Douglas International,Theodore Francis Green State,5.4392523364485985
Raleigh-Durham International,Denver International,5.4375
LaGuardia,Palm Beach International,5.434782608695652
San Diego International,Chicago Midway International,5.430555555555555
Metropolitan Oakland International,Bob Hope,5.426573426573427
Palm Beach International,Newark Liberty International,5.420634920634921
George Bush Intercontinental/Houston,Denver International,5.416666666666667
Cleveland-Hopkins International,Newark Liberty International,5.407407407407407
Kansas City International,LaGuardia,5.387096774193548
Minneapolis-St Paul International,Memphis International,5.378787878787879
John Wayne Airport-Orange County,Chicago O'Hare International,5.372549019607843
Denver International,Portland International,5.360169491525424
Norfolk International,Orlando International,5.36
Nashville International,Cleveland-Hopkins International,5.351648351648351
Charlotte Douglas International,San Diego International,5.333333333333333
Tampa International,Buffalo Niagara International,5.325
Miami International,Jacksonville International,5.323529411764706
Norfolk International,George Bush Intercontinental/Houston,5.3125
Orlando International,Buffalo Niagara International,5.300884955752212
Tampa International,William P Hobby,5.298507462686567
Newark Liberty International,Louis Armstrong New Orleans International,5.293103448275862
Hartsfield-Jackson Atlanta International,Denver International,5.291814946619217
Kansas City International,Logan International,5.285714285714286
Memphis International,Fort Lauderdale-Hollywood International,5.285714285714286
Newark Liberty International,Minneapolis-St Paul International,5.280575539568345
Baltimore/Washington International Thurgood Marshall,Dallas/Fort Worth International,5.275862068965517
San Francisco International,Honolulu International,5.273381294964029
Nashville International,Hartsfield-Jackson Atlanta International,5.269430051813472
Charlotte Douglas International,Palm Beach International,5.267441860465116
George Bush Intercontinental/Houston,Nashville International,5.262711864406779
Detroit Metro Wayne County,Hartsfield-Jackson Atlanta International,5.232876712328767
Minneapolis-St Paul International,Norfolk International,5.230769230769231
Charlotte Douglas International,Pittsburgh International,5.22543352601156
John F. Kennedy International,San Francisco International,5.2209737827715355
San Diego International,Albuquerque International Sunport,5.220588235294118
Bradley International,Tampa International,5.216216216216216
McCarran International,Philadelphia International,5.206611570247934
Luis Munoz Marin International,Newark Liberty International,5.2
Orlando International,Charlotte Douglas International,5.199115044247788
Lambert-St. Louis International,Port Columbus International,5.195121951219512
George Bush Intercontinental/Houston,Austin - Bergstrom International,5.190721649484536
Hartsfield-Jackson Atlanta International,Charlotte Douglas International,5.18974358974359
